atmid,deposit,withdraw,day
atm35000241,3465,4790,Saturday
atm35000242,2260,6185,Saturday
atm35000243,3375,5035,Saturday
atm35000244,4715,3475,Saturday
atm35000245,4925,3865,Saturday
atm35000246,2210,3890,Saturday
atm35000247,2300,5250,Saturday
atm35000248,5335,5535,Saturday
atm35000249,3800,6565,Saturday
atm35000250,4600,4445,Saturday
atm35000251,5550,3580,Saturday
atm35000252,2995,3045,Saturday
atm35000253,1660,2660,Saturday
atm35000254,5445,7035,Saturday
atm35000255,4710,4855,Saturday
atm35000256,4760,4745,Saturday
atm35000257,6050,5340,Saturday
atm35000258,5360,4480,Saturday
atm35000259,5895,4385,Saturday
atm35000260,3260,5320,Saturday
atm35000261,2870,4150,Saturday
atm35000262,3070,4000,Saturday
atm35000263,4050,6945,Saturday
atm35000264,2925,4055,Saturday
atm3500036,2830,3190,Saturday
atm3500037,3380,6215,Saturday
atm3500038,6800,3700,Saturday
atm3500039,6210,4270,Saturday
atm3500040,2200,3325,Saturday
atm3500041,3055,3945,Saturday
atm3500042,2310,4440,Saturday
atm3500043,5315,4180,Saturday
atm3500044,2415,6040,Saturday
atm3500045,4565,5215,Saturday
atm3500046,2130,4560,Saturday
atm3500047,2400,4950,Saturday
atm3500048,5340,5360,Saturday
atm3500049,3220,3385,Saturday
atm3500050,3970,5490,Saturday
atm3500051,2410,6510,Saturday
atm3500052,1710,5190,Saturday
atm3500053,3125,4125,Saturday
atm3500054,4780,4850,Saturday
atm3500055,2105,4910,Saturday
atm3500056,6180,5030,Saturday
atm3500057,6850,2545,Saturday
atm3500058,3245,6220,Saturday
atm3500059,2995,5385,Saturday
atm3500060,4885,5470,Saturday
atm3500061,5345,5195,Saturday
atm3500066,5205,4345,Saturday
atm3500067,3250,5420,Saturday
atm3500068,2365,6440,Saturday
atm3500069,2060,4125,Saturday
atm3500070,3410,4595,Saturday
atm3500071,4755,6710,Saturday
atm3500072,2910,5655,Saturday
atm3500073,4300,5105,Saturday
atm3500074,4985,5590,Saturday
atm3500075,3915,6940,Saturday
atm3500076,6695,5890,Saturday
atm3500077,3135,5160,Saturday
atm3500078,5580,5185,Saturday
atm3500079,4750,5610,Saturday
atm3500080,4900,4085,Saturday
atm3500081,2185,4750,Saturday
atm3500082,4400,6560,Saturday
atm3500083,5470,5270,Saturday
atm3500084,3870,4910,Saturday
atm3500085,2835,3905,Saturday
atm3500086,2580,5805,Saturday
atm3500087,3750,5400,Saturday
atm3500088,4460,3835,Saturday
atm3500089,2220,3500,Saturday
atm3500090,5615,5300,Saturday
atm3500091,3360,5140,Saturday
atm3500092,5215,6600,Saturday
atm3500093,5195,4515,Saturday
atm3500094,5055,6375,Saturday
atm3500095,5700,6600,Saturday
atm3500096,7035,4025,Saturday
atm3500097,3700,4610,Saturday
atm3500098,3705,5920,Saturday
atm3500099,2875,2720,Saturday
atm35000100,2940,5915,Saturday
atm35000101,5180,4505,Saturday
atm35000102,2065,2920,Saturday
atm35000103,3005,4235,Saturday
atm35000104,3750,4820,Saturday
atm35000105,2645,5715,Saturday
atm35000106,2125,4740,Saturday
atm35000107,2260,3360,Saturday
atm35000108,4455,3905,Saturday
atm35000109,5980,4180,Saturday
atm35000110,2355,5150,Saturday
atm35000111,2495,5475,Saturday
atm35000112,1690,6040,Saturday
atm35000113,3415,5290,Saturday
atm35000114,5940,4660,Saturday
atm35000115,4135,6780,Saturday
atm35000116,3105,3455,Saturday
atm35000117,6060,4200,Saturday
atm35000118,5125,6405,Saturday
atm35000119,3350,3065,Saturday
atm35000120,5275,5435,Saturday
atm35000121,3410,5765,Saturday
atm35000122,3695,4950,Saturday
atm35000123,4220,4215,Saturday
atm35000124,5480,5555,Saturday
atm35000125,2975,4055,Saturday
atm35000126,6390,4355,Saturday
atm35000127,3055,4915,Saturday
atm35000128,5130,4455,Saturday
atm35000129,6350,3935,Saturday
atm35000130,4665,5695,Saturday
atm35000131,4410,6765,Saturday
atm35000132,2455,5585,Saturday
atm35000133,3955,4845,Saturday
atm35000134,5225,5425,Saturday
atm35000135,3760,4445,Saturday
atm35000136,4620,3380,Saturday
atm35000137,2140,6015,Saturday
atm35000138,2980,3895,Saturday
atm35000139,5130,5005,Saturday
atm35000140,2320,5395,Saturday
atm35000141,2300,4580,Saturday
atm35000142,5260,3560,Saturday
atm35000143,2125,4540,Saturday
atm35000144,3735,4980,Saturday
atm35000145,6250,3615,Saturday
atm35000146,3230,3095,Saturday
atm35000147,5900,4365,Saturday
atm35000148,3095,5460,Saturday
atm35000149,2045,3700,Saturday
atm35000150,1400,4650,Saturday
atm35000151,6600,6475,Saturday
atm35000152,2435,4665,Saturday
atm35000153,5305,6195,Saturday
atm35000154,3835,4650,Saturday
atm35000155,5325,3515,Saturday
atm35000156,5330,5490,Saturday
atm35000157,2520,2995,Saturday
atm35000158,3055,5160,Saturday
atm35000159,2960,4790,Saturday
atm35000160,3340,4450,Saturday
atm35000161,5655,4800,Saturday
atm35000162,4260,3450,Saturday
atm35000163,5670,6665,Saturday
atm35000164,3140,5140,Saturday
atm35000165,3790,4420,Saturday
atm35000166,2230,3950,Saturday
atm35000167,6745,5795,Saturday
atm35000168,5760,5460,Saturday
atm35000169,1780,4165,Saturday
atm35000170,2190,4025,Saturday
atm35000171,3635,5660,Saturday
atm35000172,4185,5185,Saturday
atm35000173,5555,6820,Saturday
atm35000174,3220,3355,Saturday
atm35000175,4350,3575,Saturday
atm35000176,4130,4740,Saturday
atm35000177,2750,6070,Saturday
atm35000178,4825,4915,Saturday
atm35000179,6485,5285,Saturday
atm35000180,3215,6455,Saturday
atm35000181,4825,4070,Saturday
atm35000182,3060,4200,Saturday
atm35000183,3945,3605,Saturday
atm35000184,4660,6455,Saturday
atm35000185,5890,4980,Saturday
atm35000186,2550,5300,Saturday
atm35000187,4360,5790,Saturday
atm35000188,1960,3225,Saturday
atm35000189,5410,4475,Saturday
atm35000190,5320,5775,Saturday
atm35000191,2095,4865,Saturday
atm35000192,4120,4930,Saturday
atm35000193,3240,5175,Saturday
atm35000194,5900,4015,Saturday
atm35000195,3115,5790,Saturday
atm35000196,3920,3205,Saturday
atm35000197,5745,4980,Saturday
atm35000198,2190,4830,Saturday
atm35000199,2915,4390,Saturday
atm35000200,3355,4865,Saturday
atm35000201,5010,3910,Saturday
atm35000202,6900,5845,Saturday
atm35000203,3235,6465,Saturday
atm35000204,2265,5000,Saturday
atm35000205,2820,5980,Saturday
atm35000206,7440,5475,Saturday
atm35000207,6735,4315,Saturday
atm35000208,5530,5850,Saturday
atm35000209,3380,6115,Saturday
atm35000210,5950,5480,Saturday
atm35000211,5285,5310,Saturday
atm35000212,2165,6260,Saturday
atm35000213,3750,5045,Saturday
atm35000214,5025,4160,Saturday
atm35000215,6625,3560,Saturday
atm35000216,3155,4500,Saturday
atm35000217,5180,7115,Saturday
atm35000218,6840,6495,Saturday
atm35000219,5525,6090,Saturday
atm35000220,1900,3255,Saturday
atm35000221,5795,5270,Saturday
atm35000222,7015,4825,Saturday
atm35000223,5900,3580,Saturday
atm35000224,7390,6340,Saturday
atm35000225,2945,6985,Saturday
atm35000226,5095,4675,Saturday
atm35000227,4045,6365,Saturday
atm35000228,1825,4935,Saturday
atm35000229,4025,8180,Saturday
atm35000265,4005,6300,Saturday
atm35000266,4420,4685,Saturday
atm35000267,6550,3615,Saturday
atm35000268,2930,6300,Saturday
atm35000269,5855,5515,Saturday
atm35000270,2960,5295,Saturday
atm35000271,3570,3220,Saturday
atm35000272,6915,5140,Saturday
atm35000273,5770,3360,Saturday
atm35000274,4715,5750,Saturday
atm35000275,4125,5535,Saturday
atm35000276,3050,4605,Saturday
atm35000277,2645,4475,Saturday
atm35000278,4635,4770,Saturday
atm35000279,6400,6335,Saturday
atm35000280,5050,3160,Saturday
atm35000281,3190,2450,Saturday
atm35000282,6670,4240,Saturday
atm35000283,4380,6945,Saturday
atm35000284,1900,3560,Saturday
atm35000285,3315,6040,Saturday
atm35000286,3225,3395,Saturday
atm35000287,5420,5270,Saturday
atm35000288,4360,4715,Saturday
atm35000289,4285,6045,Saturday
atm35000290,1875,2960,Saturday
atm35000291,4735,3315,Saturday
atm35000292,3385,6640,Saturday
atm35000293,6075,2990,Saturday
atm35000294,4685,4510,Saturday
atm35000295,5670,3390,Saturday
atm35000296,4890,3430,Saturday
atm35000297,2880,3795,Saturday
atm35000298,4565,5760,Saturday
atm35000299,2485,5445,Saturday
atm35000300,6800,5705,Saturday
atm35000301,1760,4485,Saturday
atm35000302,6125,4905,Saturday
atm35000303,3435,3575,Saturday
atm35000304,3910,4755,Saturday
atm35000305,4855,3205,Saturday
atm35000306,4175,5330,Saturday
atm35000307,5725,5410,Saturday
atm35000308,5625,3905,Saturday
atm35000309,5240,5215,Saturday
atm35000310,5280,5670,Saturday
atm35000311,2840,5260,Saturday
atm35000312,2350,6115,Saturday
atm35000313,6210,6385,Saturday
atm35000314,6910,5780,Saturday
atm35000315,4750,2305,Saturday
atm35000316,2750,5870,Saturday
atm35000317,4395,6565,Saturday
atm35000318,2850,4230,Saturday
atm35000319,2145,3575,Saturday
atm35000320,4355,5845,Saturday
atm35000321,3965,2755,Saturday
atm35000322,2915,6180,Saturday
atm35000323,2215,3515,Saturday
atm35000324,5320,5700,Saturday
atm35000325,3640,4320,Saturday
atm35000326,3890,5085,Saturday
atm35000327,3675,6115,Saturday
atm35000328,4160,6710,Saturday
atm35000329,4490,3295,Saturday
atm35000330,5850,4310,Saturday
atm35000331,6385,4160,Saturday
atm35000332,2730,4990,Saturday
atm35000333,2535,7110,Saturday
atm35000334,2745,4525,Saturday
atm35000335,5625,3530,Saturday
atm35000336,5040,2200,Saturday
atm35000337,3770,6520,Saturday
atm35000338,2725,4805,Saturday
atm35000339,5485,6470,Saturday
atm35000340,6330,4030,Saturday
atm35000341,2840,1905,Saturday
atm35000342,3365,4205,Saturday
atm35000343,6300,4255,Saturday
atm35000344,4975,3650,Saturday
atm35000345,4755,5210,Saturday
atm35000346,3685,3010,Saturday
atm35000347,2735,4115,Saturday
atm35000348,2240,4275,Saturday
atm35000349,2065,5995,Saturday
atm35000350,3310,4940,Saturday
atm35000351,2120,3830,Saturday
atm35000352,6705,5010,Saturday
atm35000353,5555,6355,Saturday
atm35000354,3720,6265,Saturday
atm35000355,6920,5180,Saturday
atm35000356,4380,5925,Saturday
atm35000357,2815,3225,Saturday
atm35000358,5065,4905,Saturday
atm0,0,0,Sunday
atm350001,1275,475,Sunday
atm350002,1025,820,Sunday
atm350003,745,940,Sunday
atm350004,265,635,Sunday
atm350005,430,200,Sunday
atm350006,805,620,Sunday
atm350007,430,1320,Sunday
atm350008,265,880,Sunday
atm350009,625,1175,Sunday
atm3500010,7275,5725,Sunday
atm3500011,710,80,Sunday
atm3500012,0,510,Sunday
atm3500013,280,560,Sunday
atm3500014,1125,1090,Sunday
atm3500015,170,380,Sunday
atm3500016,1090,1215,Sunday
atm3500017,700,5,Sunday
atm3500018,865,1655,Sunday
atm3500019,830,1085,Sunday
atm3500020,570,5,Sunday
atm3500021,1145,570,Sunday
atm3500022,180,250,Sunday
atm3500023,700,640,Sunday
atm3500024,600,995,Sunday
atm3500025,1170,735,Sunday
atm3500026,0,1410,Sunday
atm3500027,1025,275,Sunday
atm3500028,365,1040,Sunday
atm3500029,180,235,Sunday
atm3500030,160,1185,Sunday
atm3500031,1005,530,Sunday
atm3500032,1330,10,Sunday
atm3500033,1095,1350,Sunday
atm3500034,950,515,Sunday
atm3500035,500,1145,Sunday
atm3500062,195,25,Sunday
atm3500063,1145,1455,Sunday
atm3500064,0,645,Sunday
atm3500065,985,650,Sunday
atm35000230,1095,110,Sunday
atm35000231,0,445,Sunday
atm35000232,1335,1270,Sunday
atm35000233,15,320,Sunday
atm35000234,30,360,Sunday
atm35000235,800,260,Sunday
atm35000236,900,1090,Sunday
atm35000237,805,410,Sunday
atm35000238,210,665,Sunday
atm35000239,160,165,Sunday
atm35000240,965,1500,Sunday
atm35000241,440,1270,Sunday
atm35000242,230,895,Sunday
atm35000243,290,280,Sunday
atm35000244,1350,0,Sunday
atm35000245,930,340,Sunday
atm35000246,995,800,Sunday
atm35000247,200,1740,Sunday
atm35000248,820,300,Sunday
atm35000249,855,1310,Sunday
atm35000250,110,430,Sunday
atm35000251,1455,820,Sunday
atm35000252,1515,370,Sunday
atm35000253,1340,420,Sunday
atm35000254,380,410,Sunday
atm35000255,100,180,Sunday
atm35000256,285,1360,Sunday
atm35000257,1055,905,Sunday
atm35000258,50,250,Sunday
atm35000259,115,1230,Sunday
atm35000260,295,620,Sunday
atm35000261,10,50,Sunday
atm35000262,875,200,Sunday
atm35000263,1375,850,Sunday
atm35000264,1315,1205,Sunday
atm3500036,510,945,Sunday
atm3500037,340,740,Sunday
atm3500038,1100,685,Sunday
atm3500039,5,1285,Sunday
atm3500040,550,490,Sunday
atm3500041,850,570,Sunday
atm3500042,1500,955,Sunday
atm3500043,655,630,Sunday
atm3500044,295,120,Sunday
atm3500045,0,740,Sunday
atm3500046,905,1640,Sunday
atm3500047,1340,1330,Sunday
atm3500048,280,1115,Sunday
atm3500049,550,430,Sunday
atm3500050,780,25,Sunday
atm3500051,730,735,Sunday
atm3500052,500,440,Sunday
atm3500053,995,635,Sunday
atm3500054,1215,1380,Sunday
atm3500055,255,0,Sunday
atm3500056,5480,4910,Sunday
atm3500057,880,810,Sunday
atm3500058,665,725,Sunday
atm3500059,125,650,Sunday
atm3500060,925,270,Sunday
atm3500061,440,1190,Sunday
atm3500066,1205,205,Sunday
atm3500067,775,80,Sunday
atm3500068,380,755,Sunday
atm3500069,1445,745,Sunday
atm3500070,435,1225,Sunday
atm3500071,420,490,Sunday
atm3500072,1500,325,Sunday
atm3500073,1880,310,Sunday
atm3500074,560,1160,Sunday
atm3500075,560,1560,Sunday
atm3500076,6405,6185,Sunday
atm3500077,310,425,Sunday
atm3500078,240,385,Sunday
atm3500079,425,1070,Sunday
atm3500080,985,0,Sunday
atm3500081,20,0,Sunday
atm3500082,490,770,Sunday
atm3500083,7345,6155,Sunday
atm3500084,480,10,Sunday
atm3500085,230,1215,Sunday
atm3500086,930,460,Sunday
atm3500087,4260,5860,Sunday
atm3500088,600,480,Sunday
atm3500089,0,0,Sunday
atm3500090,645,1010,Sunday
atm3500091,655,595,Sunday
atm3500092,0,1240,Sunday
atm3500093,1445,1585,Sunday
atm3500094,1090,755,Sunday
atm3500095,5,0,Sunday
atm3500096,770,315,Sunday
atm3500097,1045,445,Sunday
atm3500098,50,990,Sunday
atm3500099,980,625,Sunday
atm35000100,1290,205,Sunday
atm35000101,1050,630,Sunday
atm35000102,930,865,Sunday
atm35000103,670,1110,Sunday
atm35000104,490,570,Sunday
atm35000105,2070,685,Sunday
atm35000106,60,445,Sunday
atm35000107,470,1135,Sunday
atm35000108,450,5,Sunday
atm35000109,1065,665,Sunday
atm35000110,525,645,Sunday
atm35000111,810,265,Sunday
atm35000112,10,2065,Sunday
atm35000113,425,1165,Sunday
atm35000114,0,1315,Sunday
atm35000115,825,425,Sunday
atm35000116,405,1425,Sunday
atm35000117,285,240,Sunday
atm35000118,0,1255,Sunday
atm35000119,480,430,Sunday
atm35000120,1070,835,Sunday
atm35000121,1240,0,Sunday
atm35000122,240,110,Sunday
atm35000123,40,530,Sunday
atm35000124,5975,6330,Sunday
atm35000125,570,160,Sunday
atm35000126,170,15,Sunday
atm35000127,725,755,Sunday
atm35000128,1015,0,Sunday
atm35000129,1115,825,Sunday
atm35000130,775,1015,Sunday
atm35000131,855,910,Sunday
atm35000132,500,0,Sunday
atm35000133,245,625,Sunday
atm35000134,420,305,Sunday
atm35000135,330,270,Sunday
atm35000136,140,135,Sunday
atm35000137,1110,570,Sunday
atm35000138,390,985,Sunday
atm35000139,200,295,Sunday
atm35000140,430,0,Sunday
atm35000141,300,70,Sunday
atm35000142,1075,1005,Sunday
atm35000143,170,950,Sunday
atm35000144,305,805,Sunday
atm35000145,870,430,Sunday
atm35000146,1360,100,Sunday
atm35000147,670,725,Sunday
atm35000148,0,465,Sunday
atm35000149,1055,1180,Sunday
atm35000150,10,610,Sunday
atm35000151,820,1000,Sunday
atm35000152,1145,1030,Sunday
atm35000153,320,495,Sunday
atm35000154,1225,0,Sunday
atm35000155,435,1685,Sunday
atm35000156,1145,0,Sunday
atm35000157,0,930,Sunday
atm35000158,630,1275,Sunday
atm35000159,220,265,Sunday
atm35000160,5,125,Sunday
atm35000161,865,155,Sunday
atm35000162,0,250,Sunday
atm35000163,100,755,Sunday
atm35000164,1125,410,Sunday
atm35000165,1325,250,Sunday
atm35000166,575,375,Sunday
atm35000167,5760,8075,Sunday
atm35000168,6490,6440,Sunday
atm35000169,370,820,Sunday
atm35000170,250,10,Sunday
atm35000171,570,1605,Sunday
atm35000172,1000,5,Sunday
atm35000173,940,490,Sunday
atm35000174,250,100,Sunday
atm35000175,1295,0,Sunday
atm35000176,750,580,Sunday
atm35000177,0,0,Sunday
atm35000178,145,1465,Sunday
atm35000179,180,200,Sunday
atm35000180,75,1305,Sunday
atm35000181,305,710,Sunday
atm35000182,1065,865,Sunday
atm35000183,695,880,Sunday
atm35000184,75,100,Sunday
atm35000185,1285,1215,Sunday
atm35000186,70,770,Sunday
atm35000187,680,410,Sunday
atm35000188,120,650,Sunday
atm35000189,1265,700,Sunday
atm35000190,0,1125,Sunday
atm35000191,400,1345,Sunday
atm35000192,110,145,Sunday
atm35000193,340,60,Sunday
atm35000194,395,405,Sunday
atm35000195,250,795,Sunday
atm35000196,1805,1050,Sunday
atm35000197,655,1600,Sunday
atm35000198,0,200,Sunday
atm35000199,475,400,Sunday
atm35000200,370,145,Sunday
atm35000201,50,705,Sunday
atm35000202,635,885,Sunday
atm35000203,540,1775,Sunday
atm35000204,950,450,Sunday
atm35000205,925,130,Sunday
atm35000206,4520,5580,Sunday
atm35000207,70,1645,Sunday
atm35000208,1090,50,Sunday
atm35000209,565,320,Sunday
atm35000210,865,1295,Sunday
atm35000211,695,1085,Sunday
atm35000212,235,1015,Sunday
atm35000213,1000,580,Sunday
atm35000214,430,750,Sunday
atm35000215,50,975,Sunday
atm35000216,85,495,Sunday
atm35000217,20,30,Sunday
atm35000218,1520,905,Sunday
atm35000219,165,905,Sunday
atm35000220,1290,720,Sunday
atm35000221,10,870,Sunday
atm35000222,0,375,Sunday
atm35000223,805,1415,Sunday
atm35000224,1460,985,Sunday
atm35000225,265,235,Sunday
atm35000226,1100,600,Sunday
atm35000227,5130,7765,Sunday
atm35000228,1560,355,Sunday
atm35000229,925,415,Sunday
atm35000265,475,100,Sunday
atm35000266,55,715,Sunday
atm35000267,770,355,Sunday
atm35000268,770,200,Sunday
atm35000269,310,5,Sunday
atm35000270,200,420,Sunday
atm35000271,1130,900,Sunday
atm35000272,5295,4760,Sunday
atm35000273,1550,695,Sunday
atm35000274,6565,5165,Sunday
atm35000275,6300,4220,Sunday
atm35000276,75,515,Sunday
atm35000277,0,1805,Sunday
atm35000278,360,1165,Sunday
atm35000279,820,1275,Sunday
atm35000280,480,500,Sunday
atm35000281,0,1330,Sunday
atm35000282,925,315,Sunday
atm35000283,1275,380,Sunday
atm35000284,120,935,Sunday
atm35000285,1095,70,Sunday
atm35000286,670,810,Sunday
atm35000287,1610,0,Sunday
atm35000288,525,355,Sunday
atm35000289,1040,115,Sunday
atm35000290,730,470,Sunday
atm35000291,1025,105,Sunday
atm35000292,675,405,Sunday
atm35000293,1285,580,Sunday
atm35000294,250,495,Sunday
atm35000295,1230,425,Sunday
atm35000296,0,270,Sunday
atm35000297,875,320,Sunday
atm35000298,600,225,Sunday
atm35000299,275,565,Sunday
atm35000300,280,330,Sunday
atm35000301,5,1100,Sunday
atm35000302,250,360,Sunday
atm35000303,1535,1625,Sunday
atm35000304,1565,1305,Sunday
atm35000305,1155,120,Sunday
atm35000306,620,980,Sunday
atm35000307,955,645,Sunday
atm35000308,20,1040,Sunday
atm35000309,440,290,Sunday
atm35000310,270,1195,Sunday
atm35000311,1690,775,Sunday
atm35000312,620,455,Sunday
atm35000313,1000,270,Sunday
atm35000314,6935,6430,Sunday
atm35000315,150,0,Sunday
atm35000316,555,1135,Sunday
atm35000317,4410,6460,Sunday
atm35000318,1355,2185,Sunday
atm35000319,515,1000,Sunday
atm35000320,250,1165,Sunday
atm35000321,140,0,Sunday
atm35000322,1130,35,Sunday
atm35000323,300,1160,Sunday
atm35000324,960,740,Sunday
atm35000325,110,1380,Sunday
atm35000326,420,1080,Sunday
atm35000327,640,100,Sunday
atm35000328,600,660,Sunday
atm35000329,1040,5,Sunday
atm35000330,1185,605,Sunday
atm35000331,1505,640,Sunday
atm35000332,1305,1055,Sunday
atm35000333,250,685,Sunday
atm35000334,555,310,Sunday
atm35000335,890,510,Sunday
atm35000336,1545,1080,Sunday
atm35000337,210,120,Sunday
atm35000338,550,470,Sunday
atm35000339,6055,5970,Sunday
atm35000340,795,1015,Sunday
atm35000341,540,445,Sunday
atm35000342,720,1390,Sunday
atm35000343,275,1410,Sunday
atm35000344,655,990,Sunday
atm35000345,1485,1185,Sunday
atm35000346,540,935,Sunday
atm35000347,220,150,Sunday
atm35000348,1180,610,Sunday
atm35000349,465,815,Sunday
atm35000350,235,1425,Sunday
atm35000351,985,1050,Sunday
atm35000352,335,810,Sunday
atm35000353,645,1180,Sunday
atm35000354,640,250,Sunday
atm35000355,175,545,Sunday
atm35000356,4715,5120,Sunday
atm35000357,900,1120,Sunday
atm35000358,470,200,Sunday
atm0,0,0,Sunday
atm350001,100,1215,Sunday
atm350002,850,230,Sunday
atm350003,1245,1515,Sunday
atm350004,0,1310,Sunday
atm350005,20,1170,Sunday
atm350006,795,215,Sunday
atm350007,120,100,Sunday
atm350008,450,115,Sunday
atm350009,1315,100,Sunday
atm3500010,6145,5160,Sunday
atm3500011,230,500,Sunday
atm3500012,1435,915,Sunday
atm3500013,890,360,Sunday
atm3500014,1115,635,Sunday
atm3500015,510,275,Sunday
atm3500016,870,1010,Sunday
atm3500017,1085,1670,Sunday
atm3500018,770,1105,Sunday
atm3500019,1245,50,Sunday
atm3500020,340,55,Sunday
atm3500021,100,60,Sunday
atm3500022,945,830,Sunday
atm3500023,925,640,Sunday
atm3500024,480,730,Sunday
atm3500025,680,325,Sunday
atm3500026,650,1475,Sunday
atm3500027,855,555,Sunday
atm3500028,70,310,Sunday
atm3500029,430,1195,Sunday
atm3500030,0,835,Sunday
atm3500031,520,710,Sunday
atm3500032,1450,445,Sunday
atm3500033,0,1320,Sunday
atm3500034,1115,450,Sunday
atm3500035,5,1140,Sunday
atm3500062,1220,430,Sunday
atm3500063,710,945,Sunday
atm3500064,210,530,Sunday
atm3500065,1090,280,Sunday
atm35000230,1285,570,Sunday
atm35000231,150,1105,Sunday
atm35000232,820,425,Sunday
atm35000233,130,785,Sunday
atm35000234,390,670,Sunday
atm35000235,105,1405,Sunday
atm35000236,30,1145,Sunday
atm35000237,500,760,Sunday
atm35000238,640,1485,Sunday
atm35000239,1565,365,Sunday
atm35000240,1010,470,Sunday
atm35000241,665,1155,Sunday
atm35000242,1345,1635,Sunday
atm35000243,815,235,Sunday
atm35000244,475,80,Sunday
atm35000245,900,460,Sunday
atm35000246,75,205,Sunday
atm35000247,290,135,Sunday
atm35000248,325,710,Sunday
atm35000249,715,510,Sunday
atm35000250,105,995,Sunday
atm35000251,2045,880,Sunday
atm35000252,710,230,Sunday
atm35000253,320,1060,Sunday
atm35000254,1195,1435,Sunday
atm35000255,1210,1290,Sunday
atm35000256,480,680,Sunday
atm35000257,730,5,Sunday
atm35000258,1050,635,Sunday
atm35000259,865,370,Sunday
atm35000260,915,940,Sunday
atm35000261,1365,0,Sunday
atm35000262,675,200,Sunday
atm35000263,0,560,Sunday
atm35000264,155,1195,Sunday
atm3500036,715,320,Sunday
atm3500037,855,640,Sunday
atm3500038,1395,555,Sunday
atm3500039,310,590,Sunday
atm3500040,640,990,Sunday
atm3500041,30,1065,Sunday
atm3500042,455,740,Sunday
atm3500043,1125,500,Sunday
atm3500044,815,1825,Sunday
atm3500045,210,745,Sunday
atm3500046,95,885,Sunday
atm3500047,1460,70,Sunday
atm3500048,625,325,Sunday
atm3500049,955,50,Sunday
atm3500050,700,430,Sunday
atm3500051,1420,270,Sunday
atm3500052,1060,375,Sunday
atm3500053,450,950,Sunday
atm3500054,1415,1105,Sunday
atm3500055,1265,495,Sunday
atm3500056,3475,5625,Sunday
atm3500057,10,1595,Sunday
atm3500058,1110,305,Sunday
atm3500059,500,1210,Sunday
atm3500060,760,40,Sunday
atm3500061,630,0,Sunday
atm3500066,1215,810,Sunday
atm3500067,920,805,Sunday
atm3500068,375,925,Sunday
atm3500069,1240,355,Sunday
atm3500070,1330,700,Sunday
atm3500071,970,1000,Sunday
atm3500072,645,1045,Sunday
atm3500073,10,755,Sunday
atm3500074,1130,445,Sunday
atm3500075,130,435,Sunday
atm3500076,3635,6290,Sunday
atm3500077,730,1405,Sunday
atm3500078,155,10,Sunday
atm3500079,705,1270,Sunday
atm3500080,355,150,Sunday
atm3500081,1040,470,Sunday
atm3500082,660,295,Sunday
atm3500083,5660,5730,Sunday
atm3500084,120,1050,Sunday
atm3500085,430,0,Sunday
atm3500086,1565,0,Sunday
atm3500087,5880,5585,Sunday
atm3500088,90,835,Sunday
atm3500089,335,15,Sunday
atm3500090,945,925,Sunday
atm3500091,705,1000,Sunday
atm3500092,300,1310,Sunday
atm3500093,0,1030,Sunday
atm3500094,15,540,Sunday
atm3500095,600,690,Sunday
atm3500096,405,85,Sunday
atm3500097,605,1260,Sunday
atm3500098,50,355,Sunday
atm3500099,590,350,Sunday
atm35000100,1290,0,Sunday
atm35000101,305,415,Sunday
atm35000102,905,785,Sunday
atm35000103,255,850,Sunday
atm35000104,1065,860,Sunday
atm35000105,680,1135,Sunday
atm35000106,425,390,Sunday
atm35000107,1435,860,Sunday
atm35000108,1540,1290,Sunday
atm35000109,1670,1475,Sunday
atm35000110,680,1065,Sunday
atm35000111,475,865,Sunday
atm35000112,1215,1175,Sunday
atm35000113,30,265,Sunday
atm35000114,1645,1245,Sunday
atm35000115,680,460,Sunday
atm35000116,455,1025,Sunday
atm35000117,0,200,Sunday
atm35000118,625,685,Sunday
atm35000119,865,570,Sunday
atm35000120,355,955,Sunday
atm35000121,100,675,Sunday
atm35000122,465,1100,Sunday
atm35000123,725,50,Sunday
atm35000124,5445,5965,Sunday
atm35000125,1130,900,Sunday
atm35000126,755,900,Sunday
atm35000127,725,1160,Sunday
atm35000128,860,1065,Sunday
atm35000129,350,890,Sunday
atm35000130,970,0,Sunday
atm35000131,1410,865,Sunday
atm35000132,825,400,Sunday
atm35000133,585,800,Sunday
atm35000134,720,710,Sunday
atm35000135,1015,635,Sunday
atm35000136,490,575,Sunday
atm35000137,930,0,Sunday
atm35000138,1285,250,Sunday
atm35000139,725,690,Sunday
atm35000140,0,115,Sunday
atm35000141,600,0,Sunday
atm35000142,365,655,Sunday
atm35000143,530,0,Sunday
atm35000144,595,915,Sunday
atm35000145,50,1220,Sunday
atm35000146,5,1290,Sunday
atm35000147,880,170,Sunday
atm35000148,420,475,Sunday
atm35000149,1255,50,Sunday
atm35000150,915,720,Sunday
atm35000151,105,25,Sunday
atm35000152,545,20,Sunday
atm35000153,170,50,Sunday
atm35000154,310,1500,Sunday
atm35000155,1285,945,Sunday
atm35000156,400,545,Sunday
atm35000157,305,290,Sunday
atm35000158,450,1175,Sunday
atm35000159,5,645,Sunday
atm35000160,50,1620,Sunday
atm35000161,520,240,Sunday
atm35000162,440,220,Sunday
atm35000163,1040,10,Sunday
atm35000164,465,400,Sunday
atm35000165,360,525,Sunday
atm35000166,845,0,Sunday
atm35000167,4975,5235,Sunday
atm35000168,4695,5865,Sunday
